rows,cleaning_time,kmeans_time,kmeans_inertia
500,0.10433816909790039,0.4327518939971924,0.4615657012916634
1000,0.1398928165435791,0.0799558162689209,0.4557417966222896
1500,0.08795022964477539,0.053969383239746094,0.6049059896451504
2000,0.09294867515563965,0.12792754173278809,0.5748739844535531
2500,0.10194230079650879,0.08594989776611328,0.9254231812553139
3000,0.08994913101196289,0.13592100143432617,0.6034164221818529
3500,0.11793327331542969,0.16990280151367188,0.3445592897265918
4000,0.12493276596069336,0.2659792900085449,0.5059390236915042
4500,0.2451002597808838,0.1689014434814453,0.5018375908098909
5000,0.1269228458404541,0.11793684959411621,0.6232607830627861
5500,0.4645538330078125,0.08794641494750977,0.4283433216927741
6000,0.11893463134765625,0.10993552207946777,0.30492848430687
6500,0.17389941215515137,0.11693382263183594,0.4285460138540149
7000,0.19688796997070312,0.15591073036193848,0.7806511935946672
7500,0.2998311519622803,0.18389296531677246,0.5531840496231599
8000,0.25985217094421387,0.13592028617858887,0.4557841539594385
8500,0.3879520893096924,0.22495365142822266,0.47131039495310306
9000,0.374786376953125,0.40776634216308594,0.5156401975904145
9500,0.20520949363708496,0.1449596881866455,0.5434816855876996
10000,0.16590571403503418,0.1708991527557373,0.4203244462625694
10500,0.32981109619140625,0.21671581268310547,0.30041351998264565
11000,0.3288125991821289,0.16990137100219727,0.38240136165742394
11500,0.27184605598449707,0.31182122230529785,0.3765015065329829
12000,0.22187376022338867,0.32181620597839355,0.32302313911573033
12500,0.20987987518310547,0.1984410285949707,0.3779490181371313
13000,0.2038869857788086,0.18489623069763184,0.6920228769084923
13500,0.19490647315979004,0.2388617992401123,0.7563066233211015
14000,0.18547725677490234,0.20188450813293457,0.8516516066481765
14500,0.2526257038116455,0.2448587417602539,0.459755966518146
15000,0.2995750904083252,0.2568504810333252,0.6203484817719707
15500,0.2583808898925781,0.2408604621887207,0.5247682858723379
16000,0.23686480522155762,0.2168724536895752,0.6949896575719177
16500,0.22886919975280762,0.5346951484680176,0.3349446700589869
17000,0.22386956214904785,0.28402018547058105,0.4958703764391476
17500,0.2518579959869385,0.4877200126647949,0.8125746969989981
18000,0.22787213325500488,0.2528543472290039,0.15074169399501872
18500,0.24386048316955566,0.21187710762023926,0.5295437440679314
19000,0.23586630821228027,0.23186445236206055,0.44673707773903937
19500,0.2418677806854248,0.25185132026672363,0.5801757403012064
20000,0.2988283634185791,0.36579203605651855,0.8174799941211396
20500,0.35779595375061035,0.29583072662353516,0.6124505837030151
21000,0.34380626678466797,0.2908320426940918,0.4160196032451072
21500,0.31981801986694336,0.29383063316345215,0.5200080102482504
22000,0.27184343338012695,0.24785590171813965,0.6878734394678455
22500,0.2936413288116455,0.29782962799072266,0.6689249503473996
23000,0.2788381576538086,0.3099207878112793,0.3360344935831165
23500,0.27983736991882324,0.24185824394226074,0.5489861814429334
24000,0.2838411331176758,0.3096623420715332,0.41455705652507957
24500,0.4087672233581543,0.30382704734802246,0.5582617143693074
25000,0.2943699359893799,0.3388063907623291,0.5426695596310491
