rows,cleaning_time,dt_time,dt_accuracy
500,0.10433816909790039,0.060964345932006836,0.9194630872483222
1000,0.1398928165435791,0.05896329879760742,0.9391891891891891
1500,0.08795022964477539,0.11095714569091797,0.9459459459459459
2000,0.09294867515563965,0.10893726348876953,0.930976430976431
2500,0.10194230079650879,0.21287775039672852,0.9798115746971736
3000,0.08994913101196289,0.11993217468261719,0.8868980963045913
3500,0.11793327331542969,0.47173047065734863,0.9633558341369335
4000,0.12493276596069336,0.4177680015563965,0.8611346316680779
4500,0.2451002597808838,0.21287822723388672,0.8135338345864662
5000,0.1269228458404541,0.1840364933013916,0.97291807718348
5500,0.4645538330078125,0.16590380668640137,0.9651376146788991
6000,0.11893463134765625,0.2588508129119873,0.8539451594851707
6500,0.17389941215515137,0.2928330898284912,0.808355091383812
7000,0.19688796997070312,0.20757722854614258,0.9835907335907336
7500,0.2998311519622803,0.28983426094055176,0.8379712746858169
8000,0.25985217094421387,0.2828400135040283,0.915475189234651
8500,0.3879520893096924,0.42775630950927734,0.9100277447483155
9000,0.374786376953125,0.3073291778564453,0.9106271122793842
9500,0.20520949363708496,0.2788410186767578,0.9606801275239107
10000,0.16590571403503418,0.556682825088501,0.9743503206209922
10500,0.32981109619140625,0.3358113765716553,0.926555484284798
11000,0.3288125991821289,0.2948341369628906,0.9798534798534798
11500,0.27184605598449707,0.5027124881744385,0.9638732602901984
12000,0.22187376022338867,0.4654998779296875,0.9870604781997188
12500,0.20987987518310547,0.4987142086029053,0.8387793680799351
13000,0.2038869857788086,0.5087153911590576,0.9206225680933852
13500,0.19490647315979004,0.3917720317840576,0.9882793017456359
14000,0.18547725677490234,0.5816679000854492,0.9673782681698249
14500,0.2526257038116455,0.5676760673522949,0.9658298465829847
15000,0.2995750904083252,0.5287015438079834,0.8895870736086176
15500,0.2583808898925781,0.6326384544372559,0.8558089033659066
16000,0.23686480522155762,0.5927832126617432,0.9129606099110547
16500,0.22886919975280762,0.6081774234771729,0.9138354482194023
17000,0.22386956214904785,0.5946605205535889,0.9686570124975203
17500,0.2518579959869385,0.7485723495483398,0.956388088376561
18000,0.22787213325500488,0.49971437454223633,0.9893477854606616
18500,0.24386048316955566,0.6257033348083496,0.9278784550613216
19000,0.23586630821228027,0.682610034942627,0.8003549245785271
19500,0.2418677806854248,0.7965457439422607,0.857587817961585
20000,0.2988283634185791,0.6996092796325684,0.9774448746002357
20500,0.35779595375061035,1.0514016151428223,0.9458305975049245
21000,0.34380626678466797,0.8007185459136963,0.8000320461464508
21500,0.31981801986694336,0.7845401763916016,0.972026879199875
22000,0.27184343338012695,0.8075423240661621,0.9751372788285539
22500,0.2936413288116455,0.9274702072143555,0.9424460431654677
23000,0.2788381576538086,0.9740428924560547,0.8050073637702504
23500,0.27983736991882324,0.7679893970489502,0.9906204906204906
24000,0.2838411331176758,0.8665084838867188,0.9285109983079526
24500,0.4087672233581543,0.8946044445037842,0.8923330133040736
25000,0.2943699359893799,0.9624500274658203,0.9763875695481069
